Location ID,"Zone, Borough",Latitude,Longitude,Coordinate_Source
97,"Fort Greene, Brooklyn",40.6907711,-73.9766245,Original
98,"Fresh Meadows, Queens",40.7348246,-73.7934668,Original
99,"Freshkills Park, Staten Island",40.5777439,-74.1799733,Original
100,"Garment District, Manhattan",40.7536941,-73.9905167,Original
101,"Glen Oaks, Queens",40.7470463,-73.7115199,Original
102,"Glendale, Queens",40.7014917,-73.8868028,Original
103,"Governor's Island/Ellis Island/Liberty Island, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
104,"Governor's Island/Ellis Island/Liberty Island, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
105,"Governor's Island/Ellis Island/Liberty Island, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
106,"Gowanus, Brooklyn",40.6791695,-73.9885041,Original
107,"Gramercy, Manhattan",40.7355189,-73.9840794,Original
108,"Gravesend, Brooklyn",40.5961338,-73.9739426,Original
109,"Great Kills, Staten Island",40.5513353,-74.151201,Original
110,"Great Kills Park, Staten Island",40.5436508,-74.1261469,Original
111,"Green-Wood Cemetery, Brooklyn",40.652203,-73.9910769,Original
112,"Greenpoint, Brooklyn",40.7237134,-73.9509714,Original
113,"Greenwich Village North, Manhattan",40.7202174,-74.0103414,Original
114,"Greenwich Village South, Manhattan",40.7335844,-74.0028172,Original
115,"Grymes Hill/Clifton, Staten Island",40.6187152,-74.0934751,Original
116,"Hamilton Heights, Manhattan",40.8241451,-73.9500618,Original
117,"Hammels/Arverne, Queens",40.7135078,-73.8283132,Alternative_Geocoding
118,"Heartland Village/Todt Hill, Staten Island",40.5834557,-74.1496048,Alternative_Geocoding
119,"Highbridge, Bronx",40.8365324,-73.9295956,Original
120,"Highbridge Park, Manhattan",40.8459505,-73.9299061,Original
121,"Hillcrest/Pomonok, Queens",40.7237232,-73.8085956,Original
122,"Hollis, Queens",40.7134361,-73.7670772,Original
123,"Homecrest, Brooklyn",40.5861133,-73.9572994,Original
124,"Howard Beach, Queens",40.6610254,-73.8295605,Original
125,"Hudson Sq, Manhattan",40.7268035,-74.0079833,Original
126,"Hunts Point, Bronx",40.8126008,-73.8840247,Original
127,"Inwood, Manhattan",40.874856,-73.9287123,Original
128,"Inwood Hill Park, Manhattan",40.8722736,-73.9254271,Original
129,"Jackson Heights, Queens",40.7556561,-73.8857755,Original
130,"Jamaica, Queens",40.7017931,-73.807868,Original
131,"Jamaica Estates, Queens",40.7133455,-73.782511,Original
132,"JFK Airport, Queens",40.6429479,-73.7793734,Original
133,"Kensington, Brooklyn",40.6462149,-73.970694,Original
134,"Kew Gardens, Queens",40.7139415,-73.830742,Original
135,"Kew Gardens Hills, Queens",40.7274987,-73.8217204,Original
136,"Kingsbridge Heights, Bronx",40.8725702,-73.9026619,Original
137,"Kips Bay, Manhattan",40.7395463,-73.9770832,Original
138,"LaGuardia Airport, Queens",40.7757145,-73.873364,Original
139,"Laurelton, Queens",40.6667703,-73.7515212,Original
140,"Lenox Hill East, Manhattan",40.7683107,-73.964406,Original
141,"Lenox Hill West, Manhattan",40.764332,-73.9764332,Original
142,"Lincoln Square East, Manhattan",40.764233,-73.963647,Alternative_Geocoding
143,"Lincoln Square West, Manhattan",40.7639353,-73.9794602,Original
144,"Little Italy/NoLiTa, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
145,"Long Island City/Hunters Point, Queens",40.7415095,-73.9569751,Original
146,"Long Island City/Queens Plaza, Queens",40.7135078,-73.8283132,Alternative_Geocoding
147,"Longwood, Bronx",40.8162916,-73.8962205,Original
148,"Lower East Side, Manhattan",40.7159357,-73.9868057,Original
149,"Madison, Brooklyn",43.8184955,-111.7890082,Alternative_Geocoding
150,"Manhattan Beach, Brooklyn",40.575973,-73.944014,Original
151,"Manhattan Valley, Manhattan",40.7997764,-73.9677716,Original
152,"Manhattanville, Manhattan",40.8157775,-73.951554,Original
153,"Marble Hill, Manhattan",40.8762983,-73.9104292,Original
154,"Marine Park/Floyd Bennett Field, Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
155,"Marine Park/Mill Basin, Brooklyn",40.6055793,-73.9341972,Original
156,"Mariners Harbor, Staten Island",40.6312348,-74.1632291,Original
157,"Maspeth, Queens",40.723158,-73.912637,Original
158,"Meatpacking/West Village West, Manhattan",40.7373273,-73.9993712,Original
159,"Melrose South, Bronx",43.0843115,-75.2748519,Alternative_Geocoding
160,"Middle Village, Queens",40.7179844,-73.8788075,Original
161,"Midtown Center, Manhattan",40.7650637,-73.9853191,Original
162,"Midtown East, Manhattan",40.7598219,-73.9724708,Original
163,"Midtown North, Manhattan",40.7648401,-73.9851723,Original
164,"Midtown South, Manhattan",40.7498417,-73.984251,Original
165,"Midwood, Brooklyn",40.6188823,-73.9654889,Original
166,"Morningside Heights, Manhattan",40.806122,-73.9649202,Original
167,"Morrisania/Melrose, Bronx",40.8292672,-73.9065253,Original
168,"Mott Haven/Port Morris, Bronx",40.807837,-73.9064249,Original
169,"Mount Hope, Bronx",40.8502343,-73.9095104,Original
170,"Murray Hill, Manhattan",40.7481574,-73.97875,Original
171,"Murray Hill-Queens, Queens",40.7627097,-73.8146116,Original
172,"New Dorp/Midland Beach, Staten Island",40.5706385,-74.1059598,Original
173,"North Corona, Queens",40.6724549,-73.6959612,Alternative_Geocoding
174,"Norwood, Bronx",40.8772593,-73.8768626,Original
175,"Oakland Gardens, Queens",40.753991,-73.765966,Original
176,"Oakwood, Staten Island",40.5639366,-74.1163373,Original
177,"Ocean Hill, Brooklyn",40.6757317,-73.9124338,Original
178,"Ocean Parkway South, Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
179,"Old Astoria, Queens",40.7135078,-73.8283132,Alternative_Geocoding
180,"Ozone Park, Queens",40.67677,-73.8437461,Original
181,"Park Slope, Brooklyn",40.6694111,-73.9812722,Original
182,"Parkchester, Bronx",40.8332047,-73.8609723,Original
183,"Pelham Bay, Bronx",40.8662112,-73.7895774,Original
184,"Pelham Bay Park, Bronx",40.852548,-73.827938,Original
185,"Pelham Parkway, Bronx",40.857229,-73.8676281,Original
186,"Penn Station/Madison Sq West, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
187,"Port Richmond, Staten Island",40.6273634,-74.1422642,Original
188,"Prospect-Lefferts Gardens, Brooklyn",40.6813072,-73.9618937,Alternative_Geocoding
189,"Prospect Heights, Brooklyn",40.6778708,-73.9684725,Original
190,"Prospect Park, Brooklyn",40.6617743,-73.971089,Original
191,"Queens Village, Queens",40.7267692,-73.7415208,Original
192,"Queensboro Hill, Queens",40.7429131,-73.825175,Original
193,"Queensbridge/Ravenswood, Queens",40.7653824,-73.9330319,Original
194,"Randalls Island, Manhattan",40.7914478,-73.9210237,Original
195,"Red Hook, Brooklyn",40.6790718,-74.0194283,Original
196,"Rego Park, Queens",40.722865,-73.8621025,Original
197,"Richmond Hill, Queens",40.6994253,-73.8309672,Original
198,"Ridgewood, Queens",40.7080556,-73.9141667,Original
199,"Rikers Island, Bronx",40.7919318,-73.8834937,Original
200,"Riverdale/North Riverdale/Fieldston, Bronx",40.8466508,-73.8785937,Alternative_Geocoding
201,"Rockaway Park, Queens",40.5805104,-73.8361535,Original
202,"Roosevelt Island, Manhattan",40.7613367,-73.9502853,Original
203,"Rosedale, Queens",40.6620479,-73.7354097,Original
204,"Rossville/Woodrow, Staten Island",40.5417682,-74.2081781,Original
205,"Saint Albans, Queens",40.6984364,-73.7606881,Original
206,"Saint George/New Brighton, Staten Island",40.6447497,-74.0868219,Original
207,"Saint Michaels Cemetery/Woodside, Queens",40.7135078,-73.8283132,Alternative_Geocoding
208,"Schuylerville/Edgewater Park, Bronx",40.821415,-73.8152477,Alternative_Geocoding
209,"Seaport, Manhattan",40.7057505,-74.0029056,Original
210,"Sheepshead Bay, Brooklyn",40.5912161,-73.9445822,Original
211,"SoHo, Manhattan",40.72288,-73.9987505,Original
212,"Soundview/Bruckner, Bronx",40.8466508,-73.8785937,Alternative_Geocoding
213,"Soundview/Castle Hill, Bronx",40.8129287,-73.8572657,Original
214,"South Beach/Dongan Hills, Staten Island",40.582324,-74.1048331,Original
215,"South Jamaica, Queens",40.6956234,-73.7941863,Original
216,"South Ozone Park, Queens",40.6701035,-73.8190231,Original
217,"South Williamsburg, Brooklyn",40.7087085,-73.9702219,Original
218,"Springfield Gardens North, Queens",40.7135078,-73.8283132,Alternative_Geocoding
219,"Springfield Gardens South, Queens",40.7135078,-73.8283132,Alternative_Geocoding
220,"Spuyten Duyvil/Kingsbridge, Bronx",40.8788687,-73.922173,Original
221,"Stapleton, Staten Island",40.6264774,-74.0776361,Original
222,"Starrett City, Brooklyn",40.6478738,-73.8795192,Original
223,"Steinway, Queens",40.7802324,-73.8998295,Original
224,"Stuy Town/Peter Cooper Village, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
225,"Stuyvesant Heights, Brooklyn",40.6812872,-73.9437748,Original
226,"Sunnyside, Queens",40.7398242,-73.9354153,Original
227,"Sunset Park East, Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
228,"Sunset Park West, Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
229,"Sutton Place/Turtle Bay North, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
230,"Times Sq/Theatre District, Manhattan",40.7595077,-73.9841594,Original
231,"TriBeCa/Civic Center, Manhattan",40.7183969,-74.0041959,Original
232,"Two Bridges/Seward Park, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
233,"UN/Turtle Bay South, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
234,"Union Sq, Manhattan",40.7360717,-73.9901888,Original
235,"University Heights/Morris Heights, Bronx",40.8601,-73.909303,Original
236,"Upper East Side North, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
237,"Upper East Side South, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
238,"Upper West Side North, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
239,"Upper West Side South, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
240,"Van Cortlandt Park, Bronx",40.8970755,-73.8865797,Original
241,"Van Cortlandt Village, Bronx",41.2069653,-73.8884859,Alternative_Geocoding
242,"Van Nest/Morris Park, Bronx",40.8484336,-73.8637463,Original
243,"Washington Heights North, Manhattan",40.7896239,-73.9598939,Alternative_Geocoding
244,"Washington Heights South, Manhattan",40.8851254,-72.5159509,Alternative_Geocoding
245,"West Brighton, Staten Island",40.6345481,-74.1120867,Original
246,"West Chelsea/Hudson Yards, Manhattan",40.754987,-74.0000961,Original
247,"West Concourse, Bronx",40.8237375,-73.9230056,Original
248,"West Farms/Bronx River, Bronx",40.8413003,-73.877865,Original
249,"West Village, Manhattan",40.7342364,-74.0056259,Original
250,"Westchester Village/Unionport, Bronx",40.8466508,-73.8785937,Alternative_Geocoding
251,"Westerleigh, Staten Island",40.621215,-74.1318094,Original
252,"Whitestone, Queens",40.7888409,-73.813779,Original
253,"Willets Point, Queens",40.796708,-73.779396,Original
254,"Williamsbridge/Olinville, Bronx",40.8466508,-73.8785937,Alternative_Geocoding
255,"Williamsburg (North Side), Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
256,"Williamsburg (South Side), Brooklyn",40.6526006,-73.9497211,Alternative_Geocoding
257,"Windsor Terrace, Brooklyn",40.653487,-73.977196,Original
258,"Woodhaven, Queens",40.6892698,-73.8579131,Original
259,"Woodlawn/Wakefield, Bronx",40.8981332,-73.8589414,Alternative_Geocoding
260,"Woodside, Queens",40.7461604,-73.9032853,Original
261,"World Trade Center, Manhattan",40.7119004,-74.012527,Original
262,"Yorkville East, Manhattan",40.7683107,-73.964406,Original
263,"Yorkville West, Manhattan",40.7667699,-73.9468192,Alternative_Geocoding
264,"nan, Unknown",-20.9404445,28.9874031,Alternative_Geocoding
265,"Outside of NYC, nan",40.7848291,-73.9542105,Alternative_Geocoding
